"","date","areaName","cumCases","cumDeaths","newCases","newDeaths","newCasesAvg"
"1442",2020-10-17,5,65603,5876,1233,22,167
"1443",2020-10-16,5,64370,5854,1617,17,161.7
"1444",2020-10-15,5,62753,5837,1586,15,154.5
"1445",2020-10-14,5,61167,5822,1572,15,149.1
"1446",2020-10-13,5,59595,5807,1489,16,143.1
"1447",2020-10-12,5,58106,5791,1496,7,138.5
"1448",2020-10-11,5,56610,5784,915,20,132.8
"1449",2020-10-10,5,55695,5764,920,6,128.9
"1450",2020-10-09,5,54775,5758,1190,5,125.9
"1451",2020-10-08,5,53585,5753,1266,20,121.7
"1452",2020-10-07,5,52319,5733,1215,9,115.3
"1453",2020-10-06,5,51104,5724,1216,11,110.6
"1454",2020-10-05,5,49888,5713,1157,12,102.8
"1455",2020-10-04,5,48731,5701,685,10,95
"1456",2020-10-03,5,48046,5691,742,14,91.8
"1457",2020-10-02,5,47304,5677,941,9,88.8
"1458",2020-10-01,5,46363,5668,886,15,83.1
"1459",2020-09-30,5,45477,5653,937,10,79.8
"1460",2020-09-29,5,44540,5643,753,6,75.5
"1461",2020-09-28,5,43787,5637,694,9,73.1
"1462",2020-09-27,5,43093,5628,495,11,72.3
"1463",2020-09-26,5,42598,5617,565,10,74.1
"1464",2020-09-25,5,42033,5607,601,10,74.3
"1465",2020-09-24,5,41432,5597,689,12,74
"1466",2020-09-23,5,40743,5585,686,17,70.9
"1467",2020-09-22,5,40057,5568,610,10,67.1
"1468",2020-09-21,5,39447,5558,647,8,62.9
"1469",2020-09-20,5,38800,5550,598,14,57.4
"1470",2020-09-19,5,38202,5536,580,7,51
"1471",2020-09-18,5,37622,5529,581,7,46.1
"1472",2020-09-17,5,37041,5522,507,4,42.4
"1473",2020-09-16,5,36534,5518,457,11,40.3
"1474",2020-09-15,5,36077,5507,361,4,39.1
"1475",2020-09-14,5,35716,5503,323,12,40.3
"1476",2020-09-13,5,35393,5491,218,13,43.1
"1477",2020-09-12,5,35175,5478,291,2,44.8
"1478",2020-09-11,5,34884,5476,359,5,45.1
"1479",2020-09-10,5,34525,5471,385,2,46.3
"1480",2020-09-09,5,34140,5469,386,4,46
"1481",2020-09-08,5,33754,5465,430,9,45.3
"1482",2020-09-07,5,33324,5456,487,5,42.4
"1483",2020-09-06,5,32837,5451,320,5,36.3
"1484",2020-09-05,5,32517,5446,307,9,32.5
"1485",2020-09-04,5,32210,5437,435,7,29.2
"1486",2020-09-03,5,31775,5430,364,6,24.5
"1487",2020-09-02,5,31411,5424,346,3,20.8
"1488",2020-09-01,5,31065,5421,255,7,17.1
"1489",2020-08-31,5,30810,5414,127,7,15.1
"1490",2020-08-30,5,30683,5407,94,4,15.2
"1491",2020-08-29,5,30589,5403,112,6,15
"1492",2020-08-28,5,30477,5397,156,2,14.4
"1493",2020-08-27,5,30321,5395,143,3,13.5
"1494",2020-08-26,5,30178,5392,125,15,13.8
"1495",2020-08-25,5,30053,5377,142,11,13.7
"1496",2020-08-24,5,29911,5366,130,7,13.2
"1497",2020-08-23,5,29781,5359,82,4,13.3
"1498",2020-08-22,5,29699,5355,76,3,13.2
"1499",2020-08-21,5,29623,5352,103,0,13.5
"1500",2020-08-20,5,29520,5352,163,5,14.6
"1501",2020-08-19,5,29357,5347,118,5,13.9
"1502",2020-08-18,5,29239,5342,110,3,14.1
"1503",2020-08-17,5,29129,5339,138,7,15
"1504",2020-08-16,5,28991,5332,73,7,15.4
"1505",2020-08-15,5,28918,5325,96,7,15.4
"1506",2020-08-14,5,28822,5318,171,6,15
"1507",2020-08-13,5,28651,5312,117,13,14
"1508",2020-08-12,5,28534,5299,133,7,13.9
"1509",2020-08-11,5,28401,5292,164,15,13.2
"1510",2020-08-10,5,28237,5277,157,3,12.1
"1511",2020-08-09,5,28080,5274,77,2,11
"1512",2020-08-08,5,28003,5272,74,5,10.4
"1513",2020-08-07,5,27929,5267,106,15,10
"1514",2020-08-06,5,27823,5252,113,8,9.6
"1515",2020-08-05,5,27710,5244,94,5,9
"1516",2020-08-04,5,27616,5239,98,5,9
"1517",2020-08-03,5,27518,5234,88,2,8.8
"1518",2020-08-02,5,27430,5232,42,5,8.6
"1519",2020-08-01,5,27388,5227,54,0,9
"1520",2020-07-31,5,27334,5227,81,4,9.3
"1521",2020-07-30,5,27253,5223,80,7,9.2
"1522",2020-07-29,5,27173,5216,90,8,9.4
"1523",2020-07-28,5,27083,5208,89,4,9.2
"1524",2020-07-27,5,26994,5204,77,12,9
"1525",2020-07-26,5,26917,5192,66,12,9.1
"1526",2020-07-25,5,26851,5180,67,9,8.7
"1527",2020-07-24,5,26784,5171,79,1,8.4
"1528",2020-07-23,5,26705,5170,89,7,8.2
"1529",2020-07-22,5,26616,5163,78,12,7.8
"1530",2020-07-21,5,26538,5151,80,8,8.3
"1531",2020-07-20,5,26458,5143,83,3,8.2
"1532",2020-07-19,5,26375,5140,40,6,8.1
"1533",2020-07-18,5,26335,5134,51,7,8.1
"1534",2020-07-17,5,26284,5127,68,7,7.9
"1535",2020-07-16,5,26216,5120,65,4,7.5
"1536",2020-07-15,5,26151,5116,108,8,8.4
"1537",2020-07-14,5,26043,5108,71,7,7.7
"1538",2020-07-13,5,25972,5101,78,6,7.5
"1539",2020-07-12,5,25894,5095,38,8,7.1
"1540",2020-07-11,5,25856,5087,40,6,7.1
"1541",2020-07-10,5,25816,5081,43,5,6.8
"1542",2020-07-09,5,25773,5076,122,17,6.7
"1543",2020-07-08,5,25651,5059,65,6,5.6
"1544",2020-07-07,5,25586,5053,60,7,5.3
"1545",2020-07-06,5,25526,5046,53,8,5.2
"1546",2020-07-05,5,25473,5038,36,8,5.2
"1547",2020-07-04,5,25437,5030,23,12,5.1
"1548",2020-07-03,5,25414,5018,40,14,5.4
"1549",2020-07-02,5,25374,5004,54,13,5.9
"1550",2020-07-01,5,25320,4991,50,9,5.9
"1551",2020-06-30,5,25270,4982,51,11,6
"1552",2020-06-29,5,25219,4971,56,9,6
"1553",2020-06-28,5,25163,4962,26,11,6.2
"1554",2020-06-27,5,25137,4951,44,13,6.4
"1555",2020-06-26,5,25093,4938,69,10,6.5
"1556",2020-06-25,5,25024,4928,56,18,6.2
"1557",2020-06-24,5,24968,4910,53,9,6.6
"1558",2020-06-23,5,24915,4901,52,25,7.1
"1559",2020-06-22,5,24863,4876,67,16,8
"1560",2020-06-21,5,24796,4860,38,11,8.6
"1561",2020-06-20,5,24758,4849,48,11,9.2
"1562",2020-06-19,5,24710,4838,52,12,9.9
"1563",2020-06-18,5,24658,4826,83,16,10.3
"1564",2020-06-17,5,24575,4810,80,12,10.5
"1565",2020-06-16,5,24495,4798,106,14,10.7
"1566",2020-06-15,5,24389,4784,103,19,10.6
"1567",2020-06-14,5,24286,4765,75,21,10.9
"1568",2020-06-13,5,24211,4744,86,11,10.7
"1569",2020-06-12,5,24125,4733,79,14,10.5
"1570",2020-06-11,5,24046,4719,92,9,10.9
"1571",2020-06-10,5,23954,4710,92,11,11.7
"1572",2020-06-09,5,23862,4699,101,19,12.2
"1573",2020-06-08,5,23761,4680,119,20,12.6
"1574",2020-06-07,5,23642,4660,64,15,12.7
"1575",2020-06-06,5,23578,4645,78,20,13
"1576",2020-06-05,5,23500,4625,102,24,13.6
"1577",2020-06-04,5,23398,4601,137,16,14.5
"1578",2020-06-03,5,23261,4585,124,16,14.8
"1579",2020-06-02,5,23137,4569,124,27,16
"1580",2020-06-01,5,23013,4542,126,18,16.4
"1581",2020-05-31,5,22887,4524,78,28,16.6
"1582",2020-05-30,5,22809,4496,115,16,17.6
"1583",2020-05-29,5,22694,4480,155,23,18.1
"1584",2020-05-28,5,22539,4457,155,24,18.8
"1585",2020-05-27,5,22384,4433,194,27,20
"1586",2020-05-26,5,22190,4406,152,36,21
"1587",2020-05-25,5,22038,4370,138,25,23.2
"1588",2020-05-24,5,21900,4345,135,18,24.4
"1589",2020-05-23,5,21765,4327,148,26,25
"1590",2020-05-22,5,21617,4301,196,29,25.4
"1591",2020-05-21,5,21421,4272,225,32,26.6
"1592",2020-05-20,5,21196,4240,254,29,27.1
"1593",2020-05-19,5,20942,4211,279,32,27
"1594",2020-05-18,5,20663,4179,208,43,27.5
"1595",2020-05-17,5,20455,4136,172,39,28.2
"1596",2020-05-16,5,20283,4097,175,44,29
"1597",2020-05-15,5,20108,4053,265,40,28.8
"1598",2020-05-14,5,19843,4013,257,40,30
"1599",2020-05-13,5,19586,3973,244,47,31.9
"1600",2020-05-12,5,19342,3926,310,36,33.1
"1601",2020-05-11,5,19032,3890,250,35,33.2
"1602",2020-05-10,5,18782,3855,218,43,33
"1603",2020-05-09,5,18564,3812,163,39,34.4
"1604",2020-05-08,5,18401,3773,341,44,37
"1605",2020-05-07,5,18060,3729,368,47,39.2
"1606",2020-05-06,5,17692,3682,314,57,40.6
"1607",2020-05-05,5,17378,3625,318,60,42.7
"1608",2020-05-04,5,17060,3565,237,55,43.7
"1609",2020-05-03,5,16823,3510,298,50,46.7
"1610",2020-05-02,5,16525,3460,319,50,47.1
"1611",2020-05-01,5,16206,3410,471,70,48.2
"1612",2020-04-30,5,15735,3340,451,60,48.4
"1613",2020-04-29,5,15284,3280,441,62,50.1
"1614",2020-04-28,5,14843,3218,376,54,52.4
"1615",2020-04-27,5,14467,3164,418,69,54.3
"1616",2020-04-26,5,14049,3095,316,82,54.1
"1617",2020-04-25,5,13733,3013,386,76,54.5
"1618",2020-04-24,5,13347,2937,482,69,57.2
"1619",2020-04-23,5,12865,2868,551,85,56.6
"1620",2020-04-22,5,12314,2783,578,68,55.9
"1621",2020-04-21,5,11736,2715,493,80,52.7
"1622",2020-04-20,5,11243,2635,402,77,49.8
"1623",2020-04-19,5,10841,2558,340,78,47.8
"1624",2020-04-18,5,10501,2480,548,97,46.1
"1625",2020-04-17,5,9953,2383,446,100,41.1
"1626",2020-04-16,5,9507,2283,511,89,39.7
"1627",2020-04-15,5,8996,2194,387,108,36.9
"1628",2020-04-14,5,8609,2086,322,84,36.4
"1629",2020-04-13,5,8287,2002,280,96,37.5
"1630",2020-04-12,5,8007,1906,239,106,38.9
"1631",2020-04-11,5,7768,1800,253,110,39.7
"1632",2020-04-10,5,7515,1690,362,104,41.3
"1633",2020-04-09,5,7153,1586,345,97,41.5
"1634",2020-04-08,5,6808,1489,361,135,43.2
"1635",2020-04-07,5,6447,1354,386,101,44
"1636",2020-04-06,5,6061,1253,360,101,44.5
"1637",2020-04-05,5,5701,1152,290,117,45.7
"1638",2020-04-04,5,5411,1035,346,108,47
"1639",2020-04-03,5,5065,927,372,86,46.6
"1640",2020-04-02,5,4693,841,449,119,45
"1641",2020-04-01,5,4244,722,409,108,42.7
"1736",2020-12-08,6,100708,6392,2069,34,174.3
"1737",2020-12-07,6,98639,6358,2186,34,161.6
"1738",2020-12-06,6,96453,6324,1291,27,150.7
"1739",2020-12-05,6,95162,6297,1178,30,142.3
"1740",2020-12-04,6,93984,6267,1377,30,136.4
"1741",2020-12-03,6,92607,6237,1335,31,132.4
"1742",2020-12-02,6,91272,6206,1433,28,127.4
"1743",2020-12-01,6,89839,6178,1280,36,123.7
"1744",2020-11-30,6,88559,6142,1504,39,119.7
"1745",2020-11-29,6,87055,6103,770,18,115.4
"1746",2020-11-28,6,86285,6085,804,34,116
"1747",2020-11-27,6,85481,6051,1131,28,115.9
"1748",2020-11-26,6,84350,6023,1025,25,114.7
"1749",2020-11-25,6,83325,5998,1202,38,117.2
"1750",2020-11-24,6,82123,5960,1031,29,118
"1751",2020-11-23,6,81092,5931,1234,26,122.6
"1752",2020-11-22,6,79858,5905,805,30,128.3
"1753",2020-11-21,6,79053,5875,799,31,130.1
"1754",2020-11-20,6,78254,5844,1057,22,133
"1755",2020-11-19,6,77197,5822,1181,32,137.9
"1756",2020-11-18,6,76016,5790,1250,23,141
"1757",2020-11-17,6,74766,5767,1319,25,146.7
"1758",2020-11-16,6,73447,5742,1591,25,148.9
"1759",2020-11-15,6,71856,5717,914,17,152.2
"1760",2020-11-14,6,70942,5700,984,30,154.8
"1761",2020-11-13,6,69958,5670,1363,20,155.2
"1762",2020-11-12,6,68595,5650,1373,23,151.1
"1763",2020-11-11,6,67222,5627,1606,25,147
"1764",2020-11-10,6,65616,5602,1457,27,138
"1765",2020-11-09,6,64159,5575,1797,30,133
"1766",2020-11-08,6,62362,5545,1076,26,126.2
"1767",2020-11-07,6,61286,5519,1009,18,119.1
"1768",2020-11-06,6,60277,5501,1105,26,114.5
"1769",2020-11-05,6,59172,5475,1116,27,112.7
"1770",2020-11-04,6,58056,5448,1044,17,110.4
"1771",2020-11-03,6,57012,5431,1145,20,110
"1772",2020-11-02,6,55867,5411,1375,14,106.6
"1773",2020-11-01,6,54492,5397,632,21,102.9
"1774",2020-10-31,6,53860,5376,723,24,101.9
"1775",2020-10-30,6,53137,5352,994,21,99.9
"1776",2020-10-29,6,52143,5331,971,21,99.8
"1777",2020-10-28,6,51172,5310,1017,19,100.2
"1778",2020-10-27,6,50155,5291,936,12,100.7
"1779",2020-10-26,6,49219,5279,1144,12,103.2
"1780",2020-10-25,6,48075,5267,569,18,101.4
"1781",2020-10-24,6,47506,5249,599,10,101.7
"1782",2020-10-23,6,46907,5239,989,20,100.2
"1783",2020-10-22,6,45918,5219,996,15,94.9
"1784",2020-10-21,6,44922,5204,1044,24,92.5
"1785",2020-10-20,6,43878,5180,1093,19,86.6
"1786",2020-10-19,6,42785,5161,1036,14,80.8
"1787",2020-10-18,6,41749,5147,584,8,75.4
"1788",2020-10-17,6,41165,5139,509,11,72.1
"1789",2020-10-16,6,40656,5128,657,13,69.2
"1790",2020-10-15,6,39999,5115,843,11,67.7
"1791",2020-10-14,6,39156,5104,678,5,63.4
"1792",2020-10-13,6,38478,5099,731,7,61.2
"1793",2020-10-12,6,37747,5092,700,6,58.5
"1794",2020-10-11,6,37047,5086,377,7,55.8
"1795",2020-10-10,6,36670,5079,330,11,55.5
"1796",2020-10-09,6,36340,5068,562,8,56
"1797",2020-10-08,6,35778,5060,577,8,53.6
"1798",2020-10-07,6,35201,5052,540,11,50.1
"1799",2020-10-06,6,34661,5041,564,8,47.2
"1800",2020-10-05,6,34097,5033,530,5,43.5
"1801",2020-10-04,6,33567,5028,359,2,39.9
"1802",2020-10-03,6,33208,5026,359,7,37.5
"1803",2020-10-02,6,32849,5019,412,6,34.4
"1804",2020-10-01,6,32437,5013,359,9,31.3
"1805",2020-09-30,6,32078,5004,359,7,29.2
"1806",2020-09-29,6,31719,4997,332,7,26.5
"1807",2020-09-28,6,31387,4990,311,12,24.6
"1808",2020-09-27,6,31076,4978,208,4,22.3
"1809",2020-09-26,6,30868,4974,165,1,21.6
"1810",2020-09-25,6,30703,4973,216,7,21.3
"1811",2020-09-24,6,30487,4966,227,7,21.1
"1812",2020-09-23,6,30260,4959,193,5,19.8
"1813",2020-09-22,6,30067,4954,216,4,19
"1814",2020-09-21,6,29851,4950,166,6,17.9
"1815",2020-09-20,6,29685,4944,163,6,17.5
"1816",2020-09-19,6,29522,4938,146,6,15.8
"1817",2020-09-18,6,29376,4932,206,11,14.8
"1818",2020-09-17,6,29170,4921,145,4,13.6
"1819",2020-09-16,6,29025,4917,142,6,13.9
"1820",2020-09-15,6,28883,4911,150,8,13.7
"1821",2020-09-14,6,28733,4903,142,9,13.9
"1822",2020-09-13,6,28591,4894,57,5,14.1
"1823",2020-09-12,6,28534,4889,83,4,14.5
"1824",2020-09-11,6,28451,4885,129,3,14.7
"1825",2020-09-10,6,28322,4882,164,3,14.5
"1826",2020-09-09,6,28158,4879,127,10,14.4
"1827",2020-09-08,6,28031,4869,167,9,15.1
"1828",2020-09-07,6,27864,4860,154,7,14.4
"1829",2020-09-06,6,27710,4853,79,3,13.5
"1830",2020-09-05,6,27631,4850,97,7,13.7
